Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,rn
25,NO,Travel_Rarely,883,SALES,26,1,Medical,1,781,3,Female,32,3,2,"SALES EXECUTIVE",4,Single,6180,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4,1
25,NO,Travel_Rarely,1372,SALES,18,1,"Life Sciences",1,1399,1,Male,93,4,2,"SALES EXECUTIVE",3,Married,6232,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,1
25,NO,Travel_Rarely,959,SALES,28,3,"Life Sciences",1,183,1,Male,41,2,2,"SALES EXECUTIVE",3,Married,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,1
25,YES,Travel_Frequently,599,SALES,24,1,"Life Sciences",1,1273,3,Male,73,1,1,"SALES REPRESENTATIVE",4,Single,1118,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0,1
25,NO,Travel_Rarely,622,SALES,13,1,Medical,1,645,2,Male,40,3,1,"SALES REPRESENTATIVE",3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,1
25,YES,Travel_Rarely,867,SALES,19,2,Marketing,1,952,3,Male,36,2,1,"SALES REPRESENTATIVE",2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0,1
25,YES,Travel_Rarely,383,SALES,9,2,"Life Sciences",1,1439,1,Male,68,2,1,"SALES REPRESENTATIVE",1,Married,4400,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2,1
26,YES,Travel_Rarely,920,"HUMAN RESOURCES",20,2,Medical,1,1818,4,Female,69,3,1,"HUMAN RESOURCES",2,Married,2148,6889,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4,1
26,YES,Travel_Frequently,426,"HUMAN RESOURCES",17,4,"Life Sciences",1,608,2,Female,58,3,1,"HUMAN RESOURCES",3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,1
26,NO,Travel_Rarely,1355,"HUMAN RESOURCES",25,1,"Life Sciences",1,177,3,Female,61,3,1,"HUMAN RESOURCES",3,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,1
26,NO,Travel_Frequently,496,"RESEARCH & DEVELOPMENT",11,2,Medical,1,390,1,Male,60,3,2,"HEALTHCARE REPRESENTATIVE",1,Married,4741,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3,1
26,YES,Travel_Rarely,1357,"RESEARCH & DEVELOPMENT",25,3,"Life Sciences",1,55,1,Male,48,1,1,"LABORATORY TECHNICIAN",3,Single,2293,10558,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1,1
26,NO,Travel_Rarely,390,"RESEARCH & DEVELOPMENT",17,4,Medical,1,1718,4,Male,62,1,1,"LABORATORY TECHNICIAN",3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,1
26,YES,Travel_Rarely,471,"RESEARCH & DEVELOPMENT",24,3,"Technical Degree",1,622,3,Male,66,1,1,"LABORATORY TECHNICIAN",4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,1
26,YES,Travel_Rarely,1449,"RESEARCH & DEVELOPMENT",16,4,Medical,1,394,1,Male,45,3,1,"LABORATORY TECHNICIAN",2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2,1
26,YES,Travel_Rarely,1330,"RESEARCH & DEVELOPMENT",21,3,Medical,1,1107,1,Male,37,3,1,"LABORATORY TECHNICIAN",3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,1
26,NO,Travel_Frequently,1096,"RESEARCH & DEVELOPMENT",6,3,Other,1,1918,3,Male,61,4,1,"LABORATORY TECHNICIAN",4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7,1
26,NO,Non-Travel,786,"RESEARCH & DEVELOPMENT",7,3,Medical,1,1693,4,Male,76,3,1,"LABORATORY TECHNICIAN",4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,1
26,NO,Travel_Rarely,991,"RESEARCH & DEVELOPMENT",6,3,"Life Sciences",1,686,3,Female,71,3,1,"LABORATORY TECHNICIAN",4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,1
26,NO,Travel_Rarely,157,"RESEARCH & DEVELOPMENT",1,3,Medical,1,1952,3,Male,95,3,1,"LABORATORY TECHNICIAN",1,Single,2867,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6,1
26,NO,Travel_Rarely,652,"RESEARCH & DEVELOPMENT",7,3,Other,1,1417,3,Male,100,4,1,"LABORATORY TECHNICIAN",1,Single,3578,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7,1
26,NO,Travel_Rarely,192,"RESEARCH & DEVELOPMENT",1,2,Medical,1,1083,1,Male,59,2,1,"LABORATORY TECHNICIAN",1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,1
26,NO,Travel_Frequently,575,"RESEARCH & DEVELOPMENT",1,2,"Life Sciences",1,792,1,Female,71,1,1,"LABORATORY TECHNICIAN",4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,1
26,NO,Travel_Rarely,1384,"RESEARCH & DEVELOPMENT",3,4,Medical,1,1177,1,Male,82,4,1,"LABORATORY TECHNICIAN",4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,1
26,NO,Travel_Rarely,1066,"RESEARCH & DEVELOPMENT",2,2,Medical,1,1018,4,Male,32,4,2,"MANUFACTURING DIRECTOR",4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,1
26,NO,Travel_Frequently,1479,"RESEARCH & DEVELOPMENT",1,3,"Life Sciences",1,384,3,Female,84,3,2,"MANUFACTURING DIRECTOR",2,Divorced,6397,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4,1
26,NO,Travel_Frequently,921,"RESEARCH & DEVELOPMENT",1,1,Medical,1,1068,1,Female,66,2,1,"RESEARCH SCIENTIST",3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,1
26,YES,Travel_Frequently,342,"RESEARCH & DEVELOPMENT",2,3,"Life Sciences",1,1053,1,Male,57,3,1,"RESEARCH SCIENTIST",1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,1
26,NO,Travel_Rarely,474,"RESEARCH & DEVELOPMENT",3,3,"Life Sciences",1,1581,1,Female,89,3,1,"RESEARCH SCIENTIST",4,Married,2061,11133,1,Y,No,21,4,1,80,0,1,5,3,1,0,0,0,1
26,YES,Travel_Frequently,887,"RESEARCH & DEVELOPMENT",5,2,Medical,1,848,3,Female,88,2,1,"RESEARCH SCIENTIST",3,Married,2366,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7,1
26,NO,Travel_Rarely,841,"RESEARCH & DEVELOPMENT",6,3,Other,1,164,3,Female,46,2,1,"RESEARCH SCIENTIST",2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,1
26,NO,Travel_Rarely,583,"RESEARCH & DEVELOPMENT",4,2,"Life Sciences",1,1275,3,Male,53,3,1,"RESEARCH SCIENTIST",4,Single,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,1
26,NO,Travel_Rarely,1349,"RESEARCH & DEVELOPMENT",23,3,"Life Sciences",1,560,1,Female,90,3,1,"RESEARCH SCIENTIST",4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,1
26,NO,Travel_Rarely,482,"RESEARCH & DEVELOPMENT",1,2,"Life Sciences",1,1893,2,Female,90,2,1,"RESEARCH SCIENTIST",3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,1
26,YES,Travel_Frequently,575,"RESEARCH & DEVELOPMENT",3,1,"Technical Degree",1,510,3,Male,73,3,1,"RESEARCH SCIENTIST",1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,1
26,NO,Travel_Rarely,683,"RESEARCH & DEVELOPMENT",2,1,Medical,1,1407,1,Male,36,2,1,"RESEARCH SCIENTIST",4,Single,3904,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1,1
26,NO,Travel_Rarely,1443,SALES,23,3,Marketing,1,72,3,Female,47,2,2,"SALES EXECUTIVE",4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,1
26,NO,Travel_Frequently,1283,SALES,1,3,Medical,1,956,3,Male,52,2,2,"SALES EXECUTIVE",1,Single,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,1
26,NO,Travel_Rarely,775,SALES,29,2,Medical,1,618,1,Male,45,3,2,"SALES EXECUTIVE",3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,1
26,NO,Travel_Rarely,572,SALES,10,3,Medical,1,1836,3,Male,46,3,2,"SALES EXECUTIVE",4,Single,4684,9125,1,Y,No,13,3,1,80,0,5,4,3,5,3,1,2,1
26,YES,Non-Travel,265,SALES,29,2,Medical,1,1037,2,Male,79,1,2,"SALES EXECUTIVE",1,Single,4969,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,1
26,NO,Travel_Rarely,933,SALES,1,3,"Life Sciences",1,476,3,Male,57,3,2,"SALES EXECUTIVE",3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,1
26,YES,Travel_Rarely,1146,SALES,8,3,"Technical Degree",1,796,4,Male,38,2,2,"SALES EXECUTIVE",1,Single,5326,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2,1
26,YES,Travel_Rarely,950,SALES,4,4,Marketing,1,401,4,Male,48,2,2,"SALES EXECUTIVE",4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,1
26,NO,Travel_Rarely,703,SALES,28,2,Marketing,1,641,1,Male,66,3,2,"SALES EXECUTIVE",2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,1
26,NO,Travel_Rarely,1167,SALES,5,3,Other,1,2060,4,Female,30,2,1,"SALES REPRESENTATIVE",3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0,1
27,YES,Travel_Frequently,1337,"HUMAN RESOURCES",22,3,"Human Resources",1,1944,1,Female,58,2,1,"HUMAN RESOURCES",2,Married,2863,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,1
27,NO,Travel_Rarely,975,"RESEARCH & DEVELOPMENT",7,3,Medical,1,764,4,Female,55,2,2,"HEALTHCARE REPRESENTATIVE",1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,1
27,NO,Travel_Rarely,1377,"RESEARCH & DEVELOPMENT",11,1,"Life Sciences",1,1434,2,Male,91,3,1,"LABORATORY TECHNICIAN",1,Married,2099,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4,1
27,NO,Travel_Rarely,1240,"RESEARCH & DEVELOPMENT",2,4,"Life Sciences",1,54,4,Female,33,3,1,"LABORATORY TECHNICIAN",1,Divorced,2341,19715,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0,1
27,NO,Travel_Frequently,1297,"RESEARCH & DEVELOPMENT",5,2,"Life Sciences",1,1850,4,Female,53,3,1,"LABORATORY TECHNICIAN",4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,1
27,NO,Travel_Rarely,1134,"RESEARCH & DEVELOPMENT",16,4,"Technical Degree",1,1001,3,Female,37,3,1,"LABORATORY TECHNICIAN",2,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,1
27,NO,Travel_Rarely,591,"RESEARCH & DEVELOPMENT",2,1,Medical,1,7,1,Male,40,3,1,"LABORATORY TECHNICIAN",2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,1
27,NO,Travel_Rarely,1469,"RESEARCH & DEVELOPMENT",1,2,Medical,1,497,4,Male,82,3,1,"LABORATORY TECHNICIAN",2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,1
27,NO,Travel_Rarely,1302,"RESEARCH & DEVELOPMENT",19,3,Other,1,1619,4,Male,67,2,1,"LABORATORY TECHNICIAN",1,Divorced,4066,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7,1
27,NO,Non-Travel,1277,"RESEARCH & DEVELOPMENT",8,5,"Life Sciences",1,1094,1,Male,87,1,1,"LABORATORY TECHNICIAN",3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,1
27,NO,Travel_Rarely,1055,"RESEARCH & DEVELOPMENT",2,4,"Life Sciences",1,1027,1,Female,47,3,2,"MANUFACTURING DIRECTOR",4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,1
27,NO,Travel_Frequently,472,"RESEARCH & DEVELOPMENT",1,1,"Technical Degree",1,274,3,Male,60,2,2,"MANUFACTURING DIRECTOR",1,Married,4298,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0,1
27,NO,Travel_Rarely,155,"RESEARCH & DEVELOPMENT",4,3,"Life Sciences",1,2064,2,Male,87,4,2,"MANUFACTURING DIRECTOR",2,Married,6142,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3,1
27,NO,Travel_Rarely,608,"RESEARCH & DEVELOPMENT",1,2,"Life Sciences",1,725,3,Female,68,3,3,"MANUFACTURING DIRECTOR",1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,1
27,NO,Travel_Frequently,294,"RESEARCH & DEVELOPMENT",10,2,"Life Sciences",1,733,4,Male,32,3,3,"MANUFACTURING DIRECTOR",1,Divorced,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7,1
27,NO,Travel_Rarely,269,"RESEARCH & DEVELOPMENT",5,1,"Technical Degree",1,844,3,Male,42,2,3,"RESEARCH DIRECTOR",4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8,1
27,NO,Non-Travel,443,"RESEARCH & DEVELOPMENT",3,3,Medical,1,850,4,Male,50,3,1,"RESEARCH SCIENTIST",4,Married,1706,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0,1
27,NO,Non-Travel,691,"RESEARCH & DEVELOPMENT",9,3,Medical,1,218,4,Male,57,3,1,"RESEARCH SCIENTIST",2,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,1
27,NO,Travel_Rarely,1115,"RESEARCH & DEVELOPMENT",3,4,Medical,1,700,1,Male,54,2,1,"RESEARCH SCIENTIST",4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,1
27,NO,Travel_Rarely,798,"RESEARCH & DEVELOPMENT",6,4,Medical,1,655,1,Female,66,2,1,"RESEARCH SCIENTIST",3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,1
27,NO,Travel_Rarely,1354,"RESEARCH & DEVELOPMENT",2,4,"Technical Degree",1,1931,2,Male,41,3,1,"RESEARCH SCIENTIST",2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2,1
27,NO,Travel_Rarely,1103,"RESEARCH & DEVELOPMENT",14,3,"Life Sciences",1,1244,1,Male,42,3,1,"RESEARCH SCIENTIST",1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,1
27,NO,Travel_Rarely,894,"RESEARCH & DEVELOPMENT",9,3,Medical,1,260,4,Female,99,3,1,"RESEARCH SCIENTIST",2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,1
27,NO,Travel_Rarely,618,"RESEARCH & DEVELOPMENT",4,3,"Life Sciences",1,933,2,Female,76,3,1,"RESEARCH SCIENTIST",3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,1
27,YES,Travel_Rarely,135,"RESEARCH & DEVELOPMENT",17,4,"Life Sciences",1,1405,4,Female,51,3,1,"RESEARCH SCIENTIST",3,Single,2394,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7,1
27,NO,Travel_Rarely,1220,"RESEARCH & DEVELOPMENT",5,3,"Life Sciences",1,434,3,Female,85,3,1,"RESEARCH SCIENTIST",2,Single,2478,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2,1
27,NO,Travel_Rarely,1167,"RESEARCH & DEVELOPMENT",4,2,"Life Sciences",1,1259,1,Male,76,3,1,"RESEARCH SCIENTIST",3,Divorced,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,1
27,NO,Travel_Rarely,199,"RESEARCH & DEVELOPMENT",6,3,"Life Sciences",1,1162,4,Male,55,2,1,"RESEARCH SCIENTIST",3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,1
27,NO,Non-Travel,1450,"RESEARCH & DEVELOPMENT",3,3,Medical,1,224,3,Male,79,2,1,"RESEARCH SCIENTIST",3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,1
27,NO,Travel_Frequently,591,"RESEARCH & DEVELOPMENT",2,3,Medical,1,1648,4,Male,87,3,1,"RESEARCH SCIENTIST",4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2,1
27,NO,Travel_Rarely,1157,"RESEARCH & DEVELOPMENT",17,3,"Technical Degree",1,233,3,Male,51,3,1,"RESEARCH SCIENTIST",2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,1
27,NO,Travel_Rarely,1054,"RESEARCH & DEVELOPMENT",8,3,Medical,1,1751,3,Female,67,3,1,"RESEARCH SCIENTIST",4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,1
27,NO,Travel_Rarely,486,"RESEARCH & DEVELOPMENT",8,3,Medical,1,1647,2,Female,86,4,1,"RESEARCH SCIENTIST",3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2,1
27,NO,Travel_Frequently,1131,"RESEARCH & DEVELOPMENT",15,3,"Life Sciences",1,1870,4,Female,77,2,1,"RESEARCH SCIENTIST",1,Married,4774,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3,1
27,NO,Travel_Rarely,954,SALES,9,3,Marketing,1,1965,4,Male,44,3,2,"SALES EXECUTIVE",4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,1
27,NO,Travel_Frequently,829,SALES,8,1,Marketing,1,800,3,Male,84,3,2,"SALES EXECUTIVE",4,Married,4342,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,1
27,NO,Travel_Rarely,1377,SALES,2,3,"Life Sciences",1,437,4,Male,74,3,2,"SALES EXECUTIVE",3,Single,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4,1
27,NO,Travel_Frequently,1410,SALES,3,1,Medical,1,714,4,Female,71,4,2,"SALES EXECUTIVE",4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,1
27,NO,Travel_Frequently,793,SALES,2,1,"Life Sciences",1,1371,4,Male,43,1,2,"SALES EXECUTIVE",4,Single,5071,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0,1
27,NO,Travel_Rarely,205,SALES,10,3,Marketing,1,1403,4,Female,98,2,2,"SALES EXECUTIVE",4,Married,5769,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4,1
27,NO,Travel_Rarely,1130,SALES,8,4,Marketing,1,458,2,Female,56,3,2,"SALES EXECUTIVE",2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,1
27,NO,Non-Travel,210,SALES,1,1,Marketing,1,449,3,Male,73,3,2,"SALES EXECUTIVE",2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4,1
27,NO,Travel_Rarely,511,SALES,2,2,Medical,1,1898,1,Female,89,4,2,"SALES EXECUTIVE",3,Single,6500,26997,0,Y,No,14,3,2,80,0,9,5,2,8,7,0,7,1
27,NO,Travel_Frequently,994,SALES,8,3,"Life Sciences",1,56,4,Male,37,3,3,"SALES EXECUTIVE",3,Single,8726,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7,1
27,NO,Travel_Frequently,1242,SALES,20,3,"Life Sciences",1,293,4,Female,90,3,2,"SALES EXECUTIVE",3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7,1
27,NO,Travel_Rarely,1291,SALES,11,3,Medical,1,1364,3,Female,98,4,1,"SALES REPRESENTATIVE",4,Married,2534,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,1
27,YES,Travel_Rarely,1420,SALES,2,1,Marketing,1,667,3,Male,85,3,1,"SALES REPRESENTATIVE",1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,1
27,NO,Travel_Rarely,728,SALES,23,1,Medical,1,1864,2,Female,36,2,2,"SALES REPRESENTATIVE",3,Married,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8,1
28,NO,Non-Travel,280,"HUMAN RESOURCES",1,2,"Life Sciences",1,1858,3,Male,43,3,1,"HUMAN RESOURCES",4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2,1
28,NO,Travel_Rarely,1169,"HUMAN RESOURCES",8,2,Medical,1,869,2,Male,63,2,1,"HUMAN RESOURCES",4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,1
28,NO,Travel_Rarely,1476,"RESEARCH & DEVELOPMENT",16,2,Medical,1,412,2,Male,68,4,2,"HEALTHCARE REPRESENTATIVE",1,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7,1
28,YES,Non-Travel,1366,"RESEARCH & DEVELOPMENT",24,2,"Technical Degree",1,1082,2,Male,72,2,3,"HEALTHCARE REPRESENTATIVE",1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,1
28,YES,Travel_Rarely,103,"RESEARCH & DEVELOPMENT",24,3,"Life Sciences",1,19,3,Male,50,2,1,"LABORATORY TECHNICIAN",3,Single,2028,12947,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3,1
28,NO,Travel_Frequently,791,"RESEARCH & DEVELOPMENT",1,4,Medical,1,1286,4,Male,44,3,1,"LABORATORY TECHNICIAN",3,Single,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,1
28,NO,Travel_Rarely,895,"RESEARCH & DEVELOPMENT",15,2,"Life Sciences",1,1102,1,Male,50,3,1,"LABORATORY TECHNICIAN",3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,1
28,YES,Travel_Rarely,1404,"RESEARCH & DEVELOPMENT",17,3,"Technical Degree",1,1960,3,Male,32,2,1,"LABORATORY TECHNICIAN",4,Divorced,2367,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3,1
28,YES,Travel_Rarely,329,"RESEARCH & DEVELOPMENT",24,3,Medical,1,1604,3,Male,51,3,1,"LABORATORY TECHNICIAN",2,Married,2408,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0,1
28,YES,Travel_Rarely,1485,"RESEARCH & DEVELOPMENT",12,1,"Life Sciences",1,1175,3,Female,79,3,1,"LABORATORY TECHNICIAN",4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,1
28,YES,Travel_Frequently,289,"RESEARCH & DEVELOPMENT",2,2,Medical,1,1504,3,Male,38,2,1,"LABORATORY TECHNICIAN",1,Single,2561,5355,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0,1
28,YES,Travel_Frequently,1009,"RESEARCH & DEVELOPMENT",1,3,Medical,1,1111,1,Male,45,2,1,"LABORATORY TECHNICIAN",2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,1
28,NO,Travel_Rarely,1179,"RESEARCH & DEVELOPMENT",19,4,Medical,1,1216,4,Male,78,2,1,"LABORATORY TECHNICIAN",1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,1
28,YES,Travel_Rarely,1434,"RESEARCH & DEVELOPMENT",5,4,"Technical Degree",1,65,3,Male,50,3,1,"LABORATORY TECHNICIAN",3,Single,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,1
28,YES,Travel_Rarely,529,"RESEARCH & DEVELOPMENT",2,4,"Life Sciences",1,364,1,Male,79,3,1,"LABORATORY TECHNICIAN",3,Single,3485,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0,1
28,NO,Travel_Frequently,193,"RESEARCH & DEVELOPMENT",2,3,"Life Sciences",1,1296,4,Male,52,2,1,"LABORATORY TECHNICIAN",4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,1
28,NO,Travel_Rarely,1300,"RESEARCH & DEVELOPMENT",17,2,Medical,1,536,3,Male,79,3,2,"LABORATORY TECHNICIAN",1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,1
28,NO,Non-Travel,1476,"RESEARCH & DEVELOPMENT",1,3,"Life Sciences",1,1315,3,Female,55,1,2,"LABORATORY TECHNICIAN",4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,1
28,NO,Travel_Rarely,580,"RESEARCH & DEVELOPMENT",27,3,Medical,1,1622,2,Female,39,1,2,"MANUFACTURING DIRECTOR",1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0,1
28,NO,Travel_Rarely,1083,"RESEARCH & DEVELOPMENT",29,1,"Life Sciences",1,1514,3,Male,96,1,2,"MANUFACTURING DIRECTOR",2,Married,6549,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7,1
28,NO,Travel_Rarely,950,"RESEARCH & DEVELOPMENT",3,3,Medical,1,1121,4,Female,93,3,3,"MANUFACTURING DIRECTOR",2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,1
28,NO,Travel_Rarely,1423,"RESEARCH & DEVELOPMENT",1,3,"Life Sciences",1,1506,1,Male,72,2,1,"RESEARCH SCIENTIST",3,Divorced,1563,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0,1
28,NO,Travel_Rarely,1181,"RESEARCH & DEVELOPMENT",1,3,"Life Sciences",1,1799,3,Male,82,3,1,"RESEARCH SCIENTIST",4,Married,2044,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,1
28,NO,Travel_Rarely,1158,"RESEARCH & DEVELOPMENT",9,3,Medical,1,377,4,Male,94,3,1,"RESEARCH SCIENTIST",4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4,1
